scenario,cpu,optimized,p75_baseline_ms,p75_optimized_ms,delta_p75_pct,p_value,p_value_holm,PS_prob_opt_lt_base,cliffs_delta
form,6.0,I1,3344.0,3408.0,1.9138755980861244,3.686331506818694e-06,1.4745326027274776e-05,0.004444444444444473,-0.991111111111111
form,6.0,I3,3344.0,3404.0,1.7942583732057416,0.013205989020160588,0.035281511590885946,0.23333333333333328,-0.5333333333333334
form,6.0,I3+I4,3344.0,3472.0,3.827751196172249,0.011760503863628648,0.035281511590885946,0.22888888888888892,-0.5422222222222222
